book,page,keyword,ctx_before,ctx_after
minzhengzhi_zl,z-23,训练,"|5月“国民党的别动队及地主还乡团陆续返苍,大肆《清乡》剜杀苏维埃干部及红\军家属,推广《新生活》运动,","乡、保、甲长,建立5个区,下设36个联保办事处,辖保、甲。7月改组县政府,设三科两处一室一部。一科管民政、农事。10月县成立禁烟(鸭片)委员会,附设珑烟所,各区设分所。是月“苍溪民工!万人,自带口粹、工具,参加修筑川陕公路神宣驿一段,翌玖夏完工,死伤民工甚多。,民国25年〈1986年》…是年真、夏早180天,未插秘,溪沟断流,夏粮无收。秋,县内组织饥民请愿团,,推举者老黄耸五为代表上省请愿,要求拨款赛济灾民并豁免税款。其间,在成都的苍溪人士陈维新面见省主席刘渡陈述,免除了全年赋税。民国26年(1937年》2月24日_飓风侵袭苍溪,灾民17万。紧接砻大早。大饥,村村有人饿死,并多处发生人食人肉惨剧。县城开稀饭厂两处,每日供应两餐稀饭给灾民。7月成都慈幼协会陈铁生来苍教灾,在苍中校内成立《成都慈幼协会苍溪县灾童收容所“收容7至14岁儿童500多人。,民国27年(1938年)县政府由三科增为五科"
minzhengzhi_zl,z-23,联保,"地主还乡团陆续返苍,大肆《清乡》剜杀苏维埃干部及红\军家属,推广《新生活》运动,训练乡、保、甲长,建立5个区,下设36个","办事处,辖保、甲。7月改组县政府,设三科两处一室一部。一科管民政、农事。10月县成立禁烟(鸭片)委员会,附设珑烟所,各区设分所。是月“苍溪民工!万人,自带口粹、工具,参加修筑川陕公路神宣驿一段,翌玖夏完工,死伤民工甚多。,民国25年〈1986年》…是年真、夏早180天,未插秘,溪沟断流,夏粮无收。秋,县内组织饥民请愿团,,推举者老黄耸五为代表上省请愿,要求拨款赛济灾民并豁免税款。其间,在成都的苍溪人士陈维新面见省主席刘渡陈述,免除了全年赋税。民国26年(1937年》2月24日_飓风侵袭苍溪,灾民17万。紧接砻大早。大饥,村村有人饿死,并多处发生人食人肉惨剧。县城开稀饭厂两处,每日供应两餐稀饭给灾民。7月成都慈幼协会陈铁生来苍教灾,在苍中校内成立《成都慈幼协会苍溪县灾童收容所“收容7至14岁儿童500多人。,民国27年(1938年)县政府由三科增为五科,即民政、财政、教育、建设、兵律科,后又"
minzhengzhi_zl,z-24,543,"。4月22日至26日“大雨,山洪暴发,洪水跟涨,田未多被冲刷倒毁。是年小麦道黑穗病、水稽遍蜓虫危害面积40万亩,损失产量",".79万厂。民国35年(1947年)5月成立<苍溪县在乡军官分会,国民党军官58名参加该会。6月25日大雨数日不止,山洪能发,江水暴涨,省水灾煜济会先后汇来小本责款法币3000万元。11月实行所谛《民选“,县内党派势力、土豪劣绅争夺权利,人事纠绛加剧。为缓和矛盾,全县增划为20个乡(镇)、288个保、3153个申。民国38年(1949年)。3月成立“苏滕县救济院,收孤儿16人。_是年春、夏150天未下透雨,约20万亩农作物受重灾,准产粮食3000万斤。12月31日“人民解放军解放苍源县。|1950年1月18日苍源县人民政府成立,随即开属民政工作。9月1日,民政科成立,何`芗任科长。2月1日全县建立10个区人民政府。是月19月百余土眈抢劫第五区(歧坪)人民政府,区民政委员吕宏元牺性。《月根据《共同纲领》规定,苍源县召开各界人民代表会。5月按《中华人民共和国婚姻法》实行婚姬叙记,县民政科和各区"
minzhengzhi_zl,z-24,废除旧乡保,"生产教灾委员会“。由于上年遮受早灾,造成严重春荒。全县发放小麦等粮食83.4万斤给农民渡荒。8月县人民政府发布《关于彻底","政权,建立乡村人民政府的指示》。9月苍溪县复员委员会成立,并接收人民解放军第一批复员军人。8"
minzhengzhi_zl,z-35,训练,"户就业。当年,民政局无偿拨款15.5万元,使用周转金13万元,银行责款25万元给予扶持。【6月27日民政局开办婚姻登记员","班,给考试合格者颁发了《婚姻登记员证书》,规定领证者方有权进行婚姻登记。7月1日起,领结婚证时,同时发给贴本人头像.的《夫妻关系证明书》,作证明夫妻身分用,如巳婚者要求办此证,可凭结婚证补发。是月“对烈士、因公牺牲、病故军人家属中无劳、缺劳、无固定收入生活低于当地群众水平的,自当年1月起,由定补改为定期抚饲并颁发定期抚饲证,原未享受定补的“三属“也抚伽,抚蚀面和金额比原定期定量补助增大。11月30日至12月2日县人民政府召开《扶贫扶优“和《青年帮户劲耕“先代会,表彰先进集体和先进个人。是月“经地、县决定,建立苍溪县光荣院。投资23万元,建三楼一底宿含及食堂、浴室等附属设施。年底破土动工。安置优抚对象中的孤老,使之欢度晚年。19"
minzhengzhi_zl,z-41,训练,"(1935年),县政府一科主答民政工作时,其职能是办理行政区划、选举事务、整顿保甲、人事任免、水陆公安、防空、兵役、军政","、禁烟菲毒、医药卫生、优待抚恤、赚灾教济、宗教礼俗、社团登记、慈善感化、工役、地政、仓借积谷、寺庙财产管理监督、名胜古迹古物调枢、保管乡镇道产、婚丧管理、民政事务及起草、掌理县政府文件、书信等。25"
minzhengzhi_zl,z-54,联保,"亮“子“口亭“子“乡三乡苏维埃自“桥“坝自“桥“乡四乡苏维埃石“城“场剑阚县太平乡考观区苏维埃老“观“场辖9个乡苏维埃|","、乡(镇)保区划民国24年(1935年夏,蒋介石的中央势力入川,取消军阀防区制。县以下设区分保,划全县为五个区,即一区(治地城厢),二区(治地歧坪),三区(治地龙山),四区〈治地东溪),五区〈治地三川)。全县共设36个联保办事处,203保。民国25年(1936年)夏,5个区并为3个区,36个联保改为36乡,即:东北、西南、云峰、五里、伏公、槐树、回水、五龙、永宁、小浙、鸵溪、东青、马栖、六鸣、禅枝、蟠龙、玉树、三川、新观、龙王、雉河、石门、唤马、元坝、王渡、白庙、漓江、歧坪、石桥、东溪、高黄、文运、岳东、石马、龙彭、双河等乡,分别隶属于三个区署。是年,\全县有人口229558人,25953户。民国26年(1937年)底,将36乡并为30个乡。即,一区(治地县城)辖:城厢、回。38|"
minzhengzhi_zl,z-56,废除旧乡保,".三区(五龙》、四区(三川》、五区(歧坪》、六区(东溪》、七区〈龙山7。6月,川北区党委指示,年底前结合喜(租)退(押)",",建立新、村。<1951年1月,增划第八区(元坝),并就全县自然地势,废旧乡,新划为58个乡、1街和524村(实际于1950年底巳划分完毕,此时上级才正式批准)。一区辖城关街及城郊、镇水、槐树、回水、云峰、王渡、五里、六包8乡、1街、73村;区政府先设城隍庙,后迁刘家巷。二区辖东青、马桑、蠕龙、禅林、八庙、七树6乡、36村;区政府设东岳庙。三区辖:五龙、永宁、白垭、白鹤、浙水、伏公、敲楼7乡、72村;区政府设五龙场。四区辖,三川、龙王、雍河、新观、两河、复兴、小新7乡、42村;区政府设三川场。五区辖,歧坪、南阳、白庙、烟峰、溶江、土鲤6乡、80村!区政府设歧坪场。六区辖,东溪、桥溪、田菜、大石、石灶、高坡、土门、黄猫、岳东、文林10乡、83村;区政府设东溪场。七区辖,龙山、彭店、石马、双河、河地、柏杨、文昌、运山8乡、92村;区政府设龙山场。八区辖,元坝、石门、唤马、中士、店子、张王6乡、"
minzhengzhi_zl,z-65,联保,"第三章基层政权建设第一节乡保政_权“晚清、民国的基尸政权,其组织形式,经历了团保制、","制、乡保制。其变化实质,在于强化对人民的统治。v团“保“制清嘉庆年间(1799一1820年),自莲教农民起义军部属阮正隆、张权潮、包正渊、高德均、冉天元等先后进入县境,历时五六年。清王朝严饭编查保甲,照式比户悬挂门牌,开载详细,寓团练于保甲之中,《坚壁清野,聚寨防守,以御农民起义军。道光二十八年(1848年),邑令泽宽详编联保甲,在各乡场设场头(管场内之事》、客总〈管场外之事),又复整顿县中囡练保甲,以镇压人民起义。光绪元年(1875年),县令毛隆恺重新整顿团练保甲,使保甲团练融为一体,<保甲联于无事之日,囡练用于有事之时“》。于县城设保甲总局。划清保址,就地成团,设保正、甲长,照络门牌。康、观、寺、院编造无遗。对流民,注明无业字样附于牌尾,以示区别;客店往来客旅,问明米历注簿;平时保甲盘请严密,有事囡练会团免搞。此举曾获府完《嘉奖“,并将新订章程,转发所属州县。二十六年(1900年)钦伟"
minzhengzhi_zl,z-66,训练,"。1935年5月,红军撒离苍溪,蒋介石“统一川政“,取消防区制,图民党别动队与地主还乡团大肆“清乡“,推广《新生活运动,","保甲人员。6月,各区设区署,置区长1人,管理全区事务,下设区员冰干,雇员若干。全县203保,设36个联保办事处,各设联保主任一人。始年,划全县为「36乡,各乡由县委派联保主任1人,等理全乡事务,下设队附!人,负责武装训练,干事若于人。联保以下,设置保长、队附等。保以下设置甲长,直接管理民众。乡保“制民国29年(1940年),四川改行《新县制?《即地方自治),实行所谓管教养卫合一。《管“即清查户口,监视居民言行;“教“即宣传国民党的党化教育;“养“即摊派各种苛捐杂税;“卫“即组织地方武装。撒销区署,改设区指导员,指导全区工作。播销乡的联保办事处和联保主任,改设乡(镇)公所,设正副乡(镇)长,乡(镇)队附及分管民政、经济、文化、总务等机构及干事若干,乡丁三五十人,管理全乡保甲事务,并规定,“《乡、镇公所直属县政府,承县政府监督指挥,受该管区署之督导,办理本乡镇各项行政及自治事务,加强县政府的垂"
minzhengzhi_zl,z-66,联保,"广《新生活运动,训练保甲人员。6月,各区设区署,置区长1人,管理全区事务,下设区员冰干,雇员若干。全县203保,设36个","办事处,各设联保主任一人。始年,划全县为「36乡,各乡由县委派联保主任1人,等理全乡事务,下设队附!人,负责武装训练,干事若于人。联保以下,设置保长、队附等。保以下设置甲长,直接管理民众。乡保“制民国29年(1940年),四川改行《新县制?《即地方自治),实行所谓管教养卫合一。《管“即清查户口,监视居民言行;“教“即宣传国民党的党化教育;“养“即摊派各种苛捐杂税;“卫“即组织地方武装。撒销区署,改设区指导员,指导全区工作。播销乡的联保办事处和联保主任,改设乡(镇)公所,设正副乡(镇)长,乡(镇)队附及分管民政、经济、文化、总务等机构及干事若干,乡丁三五十人,管理全乡保甲事务,并规定,“《乡、镇公所直属县政府,承县政府监督指挥,受该管区署之督导,办理本乡镇各项行政及自治事务,加强县政府的垂直领导。第二节苏维_埃政_权苍溪苏维埃政权,先后共存在约一年半时间,并经历了建立一一撒出一一垮复的过|程"
minzhengzhi_zl,z-68,旧乡保人员,"用,逐步改造,为径底废除创造条件;二是以旧的乡为单位成立征植剽匪委员会,由政府派任工作人员或农民积极分子任正副主任,使用","协助征粮工作,号召他们戴罪立功;三是在清匪肃特和征粮运动中,发现和培养积极分子,逐步建立乡农协会,代替旧的乡政权。农协会设正副主席,下设武装队长、文书等。7月,废旧保甲,逐步建立村政府,村设村长、农会主席、民兵自卫队长、妇女代表、文,书等。据不完全统计,上半年清匠肃特巾,共殃灭土匪22人,瓦解土匪527人,士匪自新316人,收缴枪支1000支。1950年夏秋间,苍溪县人民政府根据上级指示精神和本县情况发布了《关于彻底废除旧乡保政权,建立乡村人民政府的指示》,指出;4在减租运动前彻底废除旧乡保政权,_取消旧保甲制庭,暂以现行乡保区划建立人民民主的新政权现任乡保长,一律域县学习一到二个月,再按其立功情况分别先后处理;旧的乡保人员调县后,由乡农代会选举`正、副乡长,乡人民政府委员智不选举,由乡长提名经县人民政府批准充任(选出之正副乡长亦须报县人民政府批准任命)。乡长及委员产生后,即行建立乡人民政"
minzhengzhi_zl,z-68,旧保甲,"肃特和征粮运动中,发现和培养积极分子,逐步建立乡农协会,代替旧的乡政权。农协会设正副主席,下设武装队长、文书等。7月,废",",逐步建立村政府,村设村长、农会主席、民兵自卫队长、妇女代表、文,书等。据不完全统计,上半年清匠肃特巾,共殃灭土匪22人,瓦解土匪527人,士匪自新316人,收缴枪支1000支。1950年夏秋间,苍溪县人民政府根据上级指示精神和本县情况发布了《关于彻底废除旧乡保政权,建立乡村人民政府的指示》,指出;4在减租运动前彻底废除旧乡保政权,_取消旧保甲制庭,暂以现行乡保区划建立人民民主的新政权现任乡保长,一律域县学习一到二个月,再按其立功情况分别先后处理;旧的乡保人员调县后,由乡农代会选举`正、副乡长,乡人民政府委员智不选举,由乡长提名经县人民政府批准充任(选出之正副乡长亦须报县人民政府批准任命)。乡长及委员产生后,即行建立乡人民政府及其委员会。乡人民政府委员会除正副乡长各兼一委员外,可设委员5至7人,分管民政、财政、生产、武装、公安、文教等事宥。委员成分,贫雄农必须占三分之二,易收三分之一的中农"
minzhengzhi_zl,z-68,废除旧乡保,"27人,士匪自新316人,收缴枪支1000支。1950年夏秋间,苍溪县人民政府根据上级指示精神和本县情况发布了《关于彻底","政权,建立乡村人民政府的指示》,指出;4在减租运动前彻底废除旧乡保政权,_取消旧保甲制庭,暂以现行乡保区划建立人民民主的新政权现任乡保长,一律域县学习一到二个月,再按其立功情况分别先后处理;旧的乡保人员调县后,由乡农代会选举`正、副乡长,乡人民政府委员智不选举,由乡长提名经县人民政府批准充任(选出之正副乡长亦须报县人民政府批准任命)。乡长及委员产生后,即行建立乡人民政府及其委员会。乡人民政府委员会除正副乡长各兼一委员外,可设委员5至7人,分管民政、财政、生产、武装、公安、文教等事宥。委员成分,贫雄农必须占三分之二,易收三分之一的中农和贫苦知识分孙参加(农会主席一般应选为委员),乡人民政府脱离生产的工作人员以5个为限(正、副乡长,农会主席,自卫队指导员,通信员),但现有区域较大,工作繁锁,可酌情多设脱离生产人员1一5人;乡以下,即以原来之保改设村,村必取代表制,村代表由农代会或农民大会选举,"
minzhengzhi_zl,z-68,乡保长,"乡村人民政府的指示》,指出;4在减租运动前彻底废除旧乡保政权,_取消旧保甲制庭,暂以现行乡保区划建立人民民主的新政权现任",",一律域县学习一到二个月,再按其立功情况分别先后处理;旧的乡保人员调县后,由乡农代会选举`正、副乡长,乡人民政府委员智不选举,由乡长提名经县人民政府批准充任(选出之正副乡长亦须报县人民政府批准任命)。乡长及委员产生后,即行建立乡人民政府及其委员会。乡人民政府委员会除正副乡长各兼一委员外,可设委员5至7人,分管民政、财政、生产、武装、公安、文教等事宥。委员成分,贫雄农必须占三分之二,易收三分之一的中农和贫苦知识分孙参加(农会主席一般应选为委员),乡人民政府脱离生产的工作人员以5个为限(正、副乡长,农会主席,自卫队指导员,通信员),但现有区域较大,工作繁锁,可酌情多设脱离生产人员1一5人;乡以下,即以原来之保改设村,村必取代表制,村代表由农代会或农民大会选举,按每甲选代表1人,村设代表主任!人,代表主任可半脱产负责处理全村日常事务村以下,即原来之甲,改为居(村)民小、组,每组选代表1人,不脱离"
minzhengzhi_zl,z-68,乡保人员,"取消旧保甲制庭,暂以现行乡保区划建立人民民主的新政权现任乡保长,一律域县学习一到二个月,再按其立功情况分别先后处理;旧的","调县后,由乡农代会选举`正、副乡长,乡人民政府委员智不选举,由乡长提名经县人民政府批准充任(选出之正副乡长亦须报县人民政府批准任命)。乡长及委员产生后,即行建立乡人民政府及其委员会。乡人民政府委员会除正副乡长各兼一委员外,可设委员5至7人,分管民政、财政、生产、武装、公安、文教等事宥。委员成分,贫雄农必须占三分之二,易收三分之一的中农和贫苦知识分孙参加(农会主席一般应选为委员),乡人民政府脱离生产的工作人员以5个为限(正、副乡长,农会主席,自卫队指导员,通信员),但现有区域较大,工作繁锁,可酌情多设脱离生产人员1一5人;乡以下,即以原来之保改设村,村必取代表制,村代表由农代会或农民大会选举,按每甲选代表1人,村设代表主任!人,代表主任可半脱产负责处理全村日常事务村以下,即原来之甲,改为居(村)民小、组,每组选代表1人,不脱离生产“。52"
minzhengzhi_zl,z-69,调训,"根据上述精神,于是年9月前,普遍整顿了乡村农协会,清洗内部不纯分子,废除旧的乡保甲制度","其乡、保长训练改造。第一批谋426名,第二批117名,于1951年1月3日训完。域训后,按其罪恶轻重及改造好坏,采取分别处理的办法,对一批罪大恶极分子予以枪决和判刑,其余一大批放回家生产。结合清匪,反霸\减租、退押运动,迦培养了一批农民积极分子,被选入参加乡村政权工作。1950年12月底,一、二、三、六区乡村干部配齐,四、五、七、八区划分的新乡,其干部于1951年2月配齐。在清匪、反霸、净租、退押运动中,减租果实,粮为594.35万斤退押果实,粮为“6477187斤及部分黄金、白银反霸果实,糗为30.33万斤及部分黄金白银。以上称为建国后的第一次建政。在乡(镇》、村政权建立后,因尚未进行土改,地《主阶级还存在,乡村政权中仍混有兵痧、二流子和地主的狗腹子,地主及乡保长仍能从中左右人民政权。鉴于此,1951年3月开始,县分三批举办了乡村于部轮训班,共轮训1258人。通过教育培养和审查清洗,初步"
minzhengzhi_zl,z-69,训练,"根据上述精神,于是年9月前,普遍整顿了乡村农协会,清洗内部不纯分子,废除旧的乡保甲制度调训其乡、保长","改造。第一批谋426名,第二批117名,于1951年1月3日训完。域训后,按其罪恶轻重及改造好坏,采取分别处理的办法,对一批罪大恶极分子予以枪决和判刑,其余一大批放回家生产。结合清匪,反霸\减租、退押运动,迦培养了一批农民积极分子,被选入参加乡村政权工作。1950年12月底,一、二、三、六区乡村干部配齐,四、五、七、八区划分的新乡,其干部于1951年2月配齐。在清匪、反霸、净租、退押运动中,减租果实,粮为594.35万斤退押果实,粮为“6477187斤及部分黄金、白银反霸果实,糗为30.33万斤及部分黄金白银。以上称为建国后的第一次建政。在乡(镇》、村政权建立后,因尚未进行土改,地《主阶级还存在,乡村政权中仍混有兵痧、二流子和地主的狗腹子,地主及乡保长仍能从中左右人民政权。鉴于此,1951年3月开始,县分三批举办了乡村于部轮训班,共轮训1258人。通过教育培养和审查清洗,初步纯洁了组织,为"
minzhengzhi_zl,z-69,乡保长,"一次建政。在乡(镇》、村政权建立后,因尚未进行土改,地《主阶级还存在,乡村政权中仍混有兵痧、二流子和地主的狗腹子,地主及","仍能从中左右人民政权。鉴于此,1951年3月开始,县分三批举办了乡村于部轮训班,共轮训1258人。通过教育培养和审查清洗,初步纯洁了组织,为土地改革奠定了组织基础。1951年11月至1952年4月,全县进行土地改革。在这一翻天覆地的运动中,人民群众普遍发动起来,真正实现了人民当家作主。土改结束时,由工作囡领导进行第二次民主建政。此次建政,是在土地改革中已培养锻炼出大批农民骨干,积极分子的基础上,召开乡农民代表大会,选举产生乡人民政府的组成人员。钗乡选举乡长1人、副乡长1至2人、自卫队长1人、财粮委员1人,聘请文书1人(以上均为脱产人员)及民政、文教、卫生、治安等委员,大的场镇与城关街设工商委员(以上均为不脱产人员)。上述成员中,贫雄农占三分之二,中农占三分之一。正副乡长选出后,经区审查报县批准任命。第二次民主建政后,全县有乡(镇)的脱产干部835人,其待逼为每人每月150斤大米。此时的乡干"
minzhengzhi_zl,z-87,联保,"不到证明,也就领不到优待金。民国28年(1939年),苍溪县政府依据上级精神,制定了征属《代耕队组织法》规定县长、区长、","主任、保长、甲长分别任代耕总队长、区队长、中队长、分队7"
danganzhi,a-101,训练,"局长兼副倌长一人,股长三人,干事三人;45岁以上二人,35岁至45多的二人,35岁以下三人。县档案馆干部先后在四川省档案","班学习的四人,南充地区档松训练班学习的三人,未经过培训的二人。县档栾局、馆在批思想政治工作,加强精神文明建诱的同时,也注意提高干部的文化水平和业务能力。1980年以来,每周至少以一天时间系统学习业务,从未间断。并把举办县属单位和区、乡档案工作人员训练班作为自身学习的好机会,备课共同备,讲课分头讲,带回问题大家讨论,1982年7月,档植局、馆的四名干部参加南充地区档案局主持的技术职称评审者试时,评出馆员一人,助理馆员二人,管理员一人,1985年县档案局、馆干部除继续坚持每周学习外,有一人进南光电视大学档案珠学习,二人参加逻辑和语言出提学院学习。工资福利“建馆初期,人平工资水平为54元;1978年经过6文化大单命“十年动乱后,正处于捣乱反正,百庞待举的时刻,人平工92"
danganzhi,a-111,训练,"时间到区、乡和县城单位指导档案业刻",",叉要帮助难度大的单位鉴定档案,清理积存文件。有时白天下单位抓业务工作,晚上加班写《档案志》。身教胜于言教。几年来,县档案局、馆,垣固全县开展修志工作,查阅档案资料的人员逐年增多,而工作人员有限,但全体职工都埋头苦干,一个人顶几个人工作,而无怨言。一心扑圭工作上“县档案馆于1978年至1980年修建档案库房和办公用房时,一个从未有过施工经厉的郑治严,愉快地接受了施工任务。他一人承担了抗工程进度、材料供应、劳力安排、收方计件、质量验收、安全检查等工作,无半点怨言。在他的辛勤努力下,团结全体修建人员,保质保量的、安全的完成了修建任务。1981年组织上分配他主管档案柜制作和馆务工作,不仅出色的完成了任务,同时还偷快地协助本单位的有关同志连续举办了几期栗案业务训练班。1984年,全县编史修志进入高渥,县档案馆工作量大增,进馆查阅档案资料的人,经彗保持在30人左右,每天清出调入的档案达四五百卷。以郑"
danganzhi,a-112,训练,"存文件,起草了《文书立卷的步骤和作法》、《区、乡设置桃卷类目的意见3》、《文书档案的质量标准》等业务指导性文件和档案人员","班教材讲座十多篇。正是档桃接收进馆素忙的1984年,陈均儒进行阑尾手术后,又扭伤了脚骨,他不顾伤痛和行走不便,休坚持刹运山乡訾定完1950年至1984年的档案。因劳累过度,伤势加重了,回县到医院打好石膏后。又去岳东、文昌、白岩等乡继续档松鉴定工作。1985年,他在元坝区鉴定档案时,糖尿病复发,汗有因此退缩,坚持搞完全区各乡的档案鉴定后,才回到单位。党委重视“岐坚区委机关,到1977年止,长达26年未进行整理的积存文件,有五文件柜、四背第、三大堆。霁要查找利用时,无从下手,使活宝几乎变成废纸。1977年,区委办公室陈益兴,面对现实,深感责任重大。他根据县委和县档案馆的要求,积极闭区委领导反眺,了全区文书档案工作的现状,并提出改进意见,引起了区委领导的重视。书记张瑞久,区长李廷文先后召开公社党委书记和办公室人员会“议,大队会计会议,对全区清档工作作了统一部署。区委从区级单位和公社共抽调八人,加"
danganzhi,a-49,训练,"人教养院、陆军四十一军特务长","班、国防部预备干部局青年研究会、四川省十四区督察专员公署教育师资训练班、芯溪县地方行政干部训练所、苍溪县民众自卫组训干训班等单位的资料所组成。主要内容是,同学通讯录、纪念册、同院录、教职员名册等。馆内依熊既定全宗的次序入柜、编号、排列,并同历史资料一起专存一个库房,分柜保管。附,芯溪县档案馆历史档案全宗划分表(见下页)现行档案“建国后的1950年至1956年9月这段时间,县委、县人委(县政府)领导在有关的大小会议上,蛭一再强调档桃工作的重要性,但因缺乏严密的组织措施和健全的档案工作制度,因而在机关文书的立卷、归档和管理方面,休存在混乱现象。1956年10月,中共萄溪县委、县人委机关档案室建立后,县属各单位也陆续建立了栾栾宦,一般都有专职或兼职人员管理这一工作。首先在县人委的一些部门试行文书处理部门立卷归档的办法,确定了民政、财政、卫生、手管、人事、文化教育等13个科、室、委、局为立卷单位。"
danganzhi,a-50,训练,"全宗(税捐处、征收处)?卷同学录,国民党陆军军官学校、青年军预备十校通讯录、中训团2512军总队、军政部陆军41军牺务长","班、国防部预备干校、肯|0卷年研究会、苍源中学、城厉中心国民学枫.历届毕业生同学录、十四区师训班教职员通讯录、阅中省中同学录红"
danganzhi,a-85,训练,"、办公室人员责任制、业务指导人员责任制、馆务人员责任制和考勤制度等。第二节培。训建馆时,有档案干部2人,先后都经过省栗案","班培训。1973年以后调到县栗案局、档案馆的7个同志,有4人参加了省档训班的学习,1人参加了地区栾桃班的培训,!人在南充电大档案班学习。1980年后,县档案局、馆的干郭,每周还以半天时间集体学习业务,先后学习了k文书学》、《栗桥管理学》,《档案工作基本知识讲稿》、k科技栗案基本知识讲稿》、《机关档案工作指南》、《档栾保护技术学》、《档案史料编篱学》等,使大家具备了一定的档案业务知识和实际工作能力。1983年按国家标准考校后,有一人评定为馆员,二人评定为助理馆员,一人评定为栗棠管理员。对机关档桃室的业务培训,1977年以前采取以会代训的方法进行学习。1979年,先后在县、区办训练班四次,培训档桃人员67人,参加学习的同志掌握了立卷的基本要求和方法。从1980年起,针对基层档案人员变动大、新手多的特点,采取每年转训一次,由各区、各系统(或主管局)自己举办短训班,兵粥棠局派人进行业务辅导。每期7"
