book,group,keyword,page,ctx_before,ctx_after
xianzhi,A,杀,p-0953,",防病保长寿。一顿吃伤,十顿喝汝。早酒晚茶,等于自","。第二节_歇_后“语谐音类一颗米叉糠粑一一咋杵(处)。三月间的红芳一一殡(病)了。弓背子跤仰板一一翘(桥)起。勾子上别钥匙一一锁(所)管哨一门。考妈子打粉一一不墩(论)。自行车下拐一一不踝(景)。狗屏做鞭一一闻(文)也闽(文)不得,舞(武)也舞(武)不得。|毛草房儿漫岩一一榜(言"
xianzhi,A,死于,p-0959,"“944。苍溪县志","山野道旁者,葬以棺模。王绩洁身自励,勤于耕稼,视为人的根本。常对其子侄说:,“吾家世代耕读,夙传忠厚,尔辆应孝友为重,和睫相处,勿厕祖训,免人耻笑。“64岁时卒。王“佐王佐(1200一1258),字翼顺,今甘肃天水人,宋将军,驻守利州。南宋理宗宝祜时(1253一1258),为御藩"
xianzhi,A,抵抗,p-0959,"失利。十一月五日,蒙哥督军攻鹅顶堡,王佐率军民据险","。蒙哥损兵折将甚多。十一月八日,芒哥在望喜门外鼓噪,三军激战,濂暮,知县王仲由鹅顶堡出降。王佐率众奋力拼杀,士卒阵亡殆尽,城破。王佐愤然持殿自状殉国。次日,王佐之子及徐昕等46人亦遭杀害。士民深怀王佐将军忠烈,将其厚葬于苍溪县享子口。元至正间(1341一1368),苍溪、昭化两县"
xianzhi,A,杀,p-0959,"军激战,濂暮,知县王仲由鹅顶堡出降。王佐率众奋力拼",",士卒阵亡殆尽,城破。王佐愤然持殿自状殉国。次日,王佐之子及徐昕等46人亦遭杀害。士民深怀王佐将军忠烈,将其厚葬于苍溪县享子口。元至正间(1341一1368),苍溪、昭化两县军民为其修墓建碑。明洪武间(1368一1398),在铃旗坪修“王佐将军“庙。弘治十三年(1500),昭化县"
xianzhi,A,杀害,p-0959,"愤然持殿自状殉国。次日,王佐之子及徐昕等46人亦遭","。士民深怀王佐将军忠烈,将其厚葬于苍溪县享子口。元至正间(1341一1368),苍溪、昭化两县军民为其修墓建碑。明洪武间(1368一1398),在铃旗坪修“王佐将军“庙。弘治十三年(1500),昭化县民李应贞、苍溪县民李成、张聪等又捐资建庙两廊及山门,民众祀为“福神“(此庙毁于明"
xianzhi,A,匪,p-0960,"美地或沧为战场,或毁于灾荒,感叹地说:“拯危扶亡,","我而谁?“于是宽租赋,薄得役,教民蚕桑,分禄济贫。不久,流亡稍还,渐复本业。时值朝廷编粮,他县多粉饰浮|报以悦上司。李受馨不忍民累,乃“躬亲查阅土地,厘定田赋“,“通计东北地百九十里、西南九十里,由中田起科,每亩载粮二合二勺,递减至五勺五秒,县共定丁条粮银六百两“。以此依实编册,"
xianzhi,A,匪,p-0963,"。曾派人送白银数千金上交国库,途经中江兴隆场时被盗","抢劫,姜秉善当即报告上级,表示自愿设法与中江知县共同赔偿,绝不增加百姓分文负担。姜秉善为政清廉,调补中江县令,后调长宁县令卒于任。当史耗传来时,“苍人闻而哀之“。"
xianzhi,A,镇压,p-0964,"部反正加入同志会。武昌起义前夕,清廷四川总督赵尔丰","保路运动,制造“成都血案“,枪杀请愿民众32人,武昌起义后,又不甘垂手交出政权,乘四川大汉军政府都督在东校场阅兵讲话之机,唾使党羽作乱,酿成“成都兵变“。尹昌衡率新军平叛,就任四川军政府都督,掌握军政大权,赵尔丰复辟之念未泡,密召亲信巡防军统领凤山及代理川边钦差大臣傅华封星夜兵压"
xianzhi,A,杀,p-0964,"廷四川总督赵尔丰镇压保路运动,制造“成都血案“,枪","请愿民众32人,武昌起义后,又不甘垂手交出政权,乘四川大汉军政府都督在东校场阅兵讲话之机,唾使党羽作乱,酿成“成都兵变“。尹昌衡率新军平叛,就任四川军政府都督,掌握军政大权,赵尔丰复辟之念未泡,密召亲信巡防军统领凤山及代理川边钦差大臣傅华封星夜兵压成都,待机复辟。四川军政府获悉,"
xianzhi,A,会议,p-0964,"夜兵压成都,待机复辟。四川军政府获悉,召开紧急军事",",研讨对策。都督护卫团团长陶泽烟进言:“赵逆不除,革命事业休奂,现在成都大乱初平,四川还不安定,我虽有兵,敌亦不弱,成败未可预料,倘能擒贼先擒王,赵逆一除,余贼便即瓦解,才能提早完成革命事业.“尹昌衡从其言,一面对赵尔丰虚与委蛇,假言保护,以稳其心;一面派陶泽烧以“发恩饷“,“交"
xianzhi,A,反对,p-0965,"“950。苍溪县志了这场","北洋军阀政府黑暗统治的武装斗争。9月12日,斗争失败后,朐受命令部属第一师师长周骏捕杀陶泽烟于重庆。川人缅怀陶泽烟义举,英烈足式,入祀成都“四川忠烈祠“。家乡人民为纪念陶泽烟等,于民国31年在县城东门外建“辛亥革命烈士纪念碑“、陶泽烟子陶煦传,字炎武,曾任新都实验农场场长,并在四"
xianzhi,A,斗争,p-0965,"50。苍溪县志了这场反对北洋军阀政府黑暗统治的武装","。9月12日,斗争失败后,朐受命令部属第一师师长周骏捕杀陶泽烟于重庆。川人缅怀陶泽烟义举,英烈足式,入祀成都“四川忠烈祠“。家乡人民为纪念陶泽烟等,于民国31年在县城东门外建“辛亥革命烈士纪念碑“、陶泽烟子陶煦传,字炎武,曾任新都实验农场场长,并在四川省政府建设厅任职;其孙陶嘉舟"
xianzhi,A,杀,p-0965,"月12日,斗争失败后,朐受命令部属第一师师长周骏捕","陶泽烟于重庆。川人缅怀陶泽烟义举,英烈足式,入祀成都“四川忠烈祠“。家乡人民为纪念陶泽烟等,于民国31年在县城东门外建“辛亥革命烈士纪念碑“、陶泽烟子陶煦传,字炎武,曾任新都实验农场场长,并在四川省政府建设厅任职;其孙陶嘉舟,作曲家,现在峻眉电影制片厂工作。、庄逾侠庄逸侠(189"
xianzhi,A,国民党,p-0965,",其名大著。民国元年(1912)8月,同盟会改组为","。庄逸侠以国民党员身份奔走成、温,结识肉年志士,介绍入国民党。民国2年,讨袁(世凯)军起、为响应督军熊克武“讨袁先讨胡(景伊)“的决定,庄逸侠同龚焕然(阆中人)、孔宝庆〔阅中人)、孙鸿霄(巴中人)、母剑魂(成都人,《蜀报》主笔)、袁洛民(阅中人)、侯中良(闻中人)7人到阀中组织民"
xianzhi,A,被害,p-0965,"1日讨袁讨胡军内部叛变,庄逸侠等被捕。23日庄逸侠","于阅中县城西门外,时年16岁,就义时,痛骂窃国大盗袁世凯及其走狗。其后,入祀成都“四川忠烈祠“。温全武温全武(1869一1926),今苍溪县双田乡温家沟人。家贫,父母早丧,为贡爷遂相桓"
xianzhi,A,杀,p-0966,"教?旗号准备起义。还以“打倒贪官污吏“,“打不平、","不平,杀尽不平方太平“等口号,号召贫苦农民加入红灯教。红灯教迅速发展至七八百人。红灯教迅速发展,东溪土家劣绅惊恐万状。民国14年6月,地主杨廷植会同团正王子承集合团丁、家丁30余人袭击三清庙。温全武闻讯后,任命杨国奉为统兵干总,率领教徒50余人,埋伏以待,团丁一到,众教徒挥刀舞扇"
xianzhi,A,地主,p-0966,"教迅速发展,东溪土家劣绅惊恐万状。民国14年6月,","杨廷植会同团正王子承集合团丁、家丁30余人袭击三清庙。温全武闻讯后,任命杨国奉为统兵干总,率领教徒50余人,埋伏以待,团丁一到,众教徒挥刀舞扇,口念“打不进、杀不进“咒语,叉矛齐飞,砍死团丁1人,杀伤3人,余莫敢当,仓惶选命。从此,以“红灯教“为号召的农民武装起义正式爆发。温全武"
xianzhi,A,土豪,p-0966,"要道挖陷坑,安大套,插竹签,下铁锥作埋伏,同军阀、","劣绅斗;开仓放粮济贫。辖区内400多户农民不纳租交税。对此,东溪的团总、豪绅、恶霸联名急报县知事钟俊。钟亲自出马,由团练局长罗秋澈率团练局兵丁,纠集龙山庞希元、运山向克卿、高坡邢明宗等团防军,从石灶梯子岩进攻。温全武声东击西,诱敌正面来攻,教徒由敌后包围。温全武口念“打不进、杀一"
xianzhi,A,团总,p-0966,"济贫。辖区内400多户农民不纳租交税。对此,东溪的","、豪绅、恶霸联名急报县知事钟俊。钟亲自出马,由团练局长罗秋澈率团练局兵丁,纠集龙山庞希元、运山向克卿、高坡邢明宗等团防军,从石灶梯子岩进攻。温全武声东击西,诱敌正面来攻,教徒由敌后包围。温全武口念“打不进、杀一进“咒语,教徒奋力冲杀,山震谷鸣,团丁落陷坑,入大套,中竹签、铁锥者不"
xianzhi,A,豪绅,p-0966,"辖区内400多户农民不纳租交税。对此,东溪的团总、","、恶霸联名急报县知事钟俊。钟亲自出马,由团练局长罗秋澈率团练局兵丁,纠集龙山庞希元、运山向克卿、高坡邢明宗等团防军,从石灶梯子岩进攻。温全武声东击西,诱敌正面来攻,教徒由敌后包围。温全武口念“打不进、杀一进“咒语,教徒奋力冲杀,山震谷鸣,团丁落陷坑,入大套,中竹签、铁锥者不计其数"
xianzhi,A,恶霸,p-0966,"400多户农民不纳租交税。对此,东溪的团总、豪绅、","联名急报县知事钟俊。钟亲自出马,由团练局长罗秋澈率团练局兵丁,纠集龙山庞希元、运山向克卿、高坡邢明宗等团防军,从石灶梯子岩进攻。温全武声东击西,诱敌正面来攻,教徒由敌后包围。温全武口念“打不进、杀一进“咒语,教徒奋力冲杀,山震谷鸣,团丁落陷坑,入大套,中竹签、铁锥者不计其数。坐镇"
xianzhi,A,镇压,p-0966,"门逃命,落入粪池,丧魂落魄回到县衙,急电田颂尧派兵","。田颂尧派出一个团的兵力,从新观进攻,直取红灯教指挥部,两军在玄坛庙相逼.红灯教义军化整为雾,昼伏夜出,连续5日,疲情田军后,温全武诱敌至牌坊梁,红灯教义军登上十垭口,滚木擂石齐下,伤田军40余人。田军败退新观,又组织团练兵、团防军5路围攻,战斗激烈。温全武迷信邪术,执意不用枪支"
xianzhi,A,被杀,p-0967,"武不屈,面不变色,骂不绝口,于民国15年十月初十日","害于县城西门河坝。温全武就义后,杨师爷在临江寺山上作文遥祭,文中说:“伤哉全武,惜哉全武,着不瓦全,宁为玉碎。生而何欢,死而何惧?峡峡易折,皎皎易污,吾为此文以祭汝,而橄军阀之酷毒.“舒祖畴“舒祖模|舒祖畴名寿田,舒祖模名继高,均苍漫县三川寺乡绅,为人乐善好施。民国17年(192"
xianzhi,A,会上,p-0968,"习,发展全面,尤爱好体育活动,在民国15年川北运动","摘得撑杆跳高桂冠。民国17年秋,初中毕业考入保宁联立中学中师班学习。与进步教师伍幼渠、廖敬六经常接触,又与进步同学马步旭要好,创立“读书会“,组织校友阅读进步书籍;在同学中组织进步社团“健社“,办流动壁报《蜂子》,抨击校长、教师的反动言论、肱脏行径;发动同学开展“择师“运动,将不"
xianzhi,A,斗争,p-0968,"男女平等,反动封建迷信;组织农民武装,开展抗捐抗租","。民国19年2月14日,张人权在新观药英寨召开农民代表联席会,作“目前形势和任务“的报告。由于团保告密,被田颂尧部罗通琼通缉,党组织立即将他转移到中共南充中心县委工作.民国21年,南充升钟寺农民暴动失败后,中共四川省委和南充中心县委为恢复当地党团组织,于次年春派张人权往升保区(升"
xianzhi,A,土豪,p-0968,"记。秋,张人权带领游击小分队发动群众破仓分粮,打击","劣绅。因去枣碧庙一带侦察地形,被团防军发觉被捕。由于力量悬殊,特区武装营救未成。张人权受尽酷刑,第二天被押到升钟寺,剖背杀害。就义时高呼:“打倒帝国主义!““打倒蒋介石!““中国共产党万岁1“王文焕王文焕(1906一1933),苍溪县城厢镇(今陵江镇〉人。幼时家境清贫,父早逝,上"
xianzhi,A,杀害,p-0968,"营救未成。张人权受尽酷刑,第二天被押到升钟寺,剖背","。就义时高呼:“打倒帝国主义!““打倒蒋介石!““中国共产党万岁1“王文焕王文焕(1906一1933),苍溪县城厢镇(今陵江镇〉人。幼时家境清贫,父早逝,上学费用多由亲友资助。民国10年(1921)9月,人县立高等小学校读书,毕业后,考入保宁联立中学初中学习。王文焕在校常与进步教"
xianzhi,A,反革命,p-0968,",主编《蜂子》壁报,宣传革命,揭露学校国家主义派的","行径。当军闻田颂尧部师长罗通琼通缉苍溪籍学生党员张人权、何芗时,他不顾个人安危通知二人转移。民国19年秋,经马步旭、罗以新介绍加入中国共产党。高中毕业后,在阅中鹤峰乡中心国民学校任教,讲新文学。教学中曾出《磨盘下的呼声》的作文题,他说:“上有军阀,下有保甲,还有土朋,恶霸,老百姓"
xianzhi,A,恶霸,p-0968,"》的作文题,他说:“上有军阀,下有保甲,还有土朋,",",老百姓受苦受难,就象在磨盘下一样…...“王文焕有红色油印小报,星期天常把部分学生带到校外,以写生为名读投,学习马列主义。民国20年春,与赵栋如、王忠(又名王野晟)等5人在鹤峰乡建立中国共产党支部,任支部书记“九,一八“事变后,又积极参加抗日宣传活动。次年春节期间,组织地下党员"
