book,group,keyword,page,ctx_before,ctx_after
xianzhi,A,国民党,p-0861,"被占国土,征收税欲,裁决经济难案。1989年开放原","苍溪县党部、县政府、三青团两个全宗1204卷档栗、供社会利用。【第九章“文物古逛第一节“名胜古迹临“江“寺临江寺位于县城西1公里处的嘉陵江西岸,因紧靠临江渡故名。唐广德元年(763)杜少陵送客至此渡并题《送客至苍溪放船归阆》一首,苍人为纪念诗圣此行为之建亭,并在享东刻“放船台“三"
xianzhi,A,三青团,p-0861,"济难案。1989年开放原国民党苍溪县党部、县政府、","两个全宗1204卷档栗、供社会利用。【第九章“文物古逛第一节“名胜古迹临“江“寺临江寺位于县城西1公里处的嘉陵江西岸,因紧靠临江渡故名。唐广德元年(763)杜少陵送客至此渡并题《送客至苍溪放船归阆》一首,苍人为纪念诗圣此行为之建亭,并在享东刻“放船台“三字。南宋诗人陆游北上南郑游"
xianzhi,A,破坏,p-0863,"外享台房廊已被拆毁。“文化大革命“期间,洞内神像被","。现浮雕和石刻书法尚存,人称“清代书法晚厅“。1983年4月8日,县政府公布为县级文物保护单位,1983一1990年往观者4万多人次。`"
xianzhi,X,训练,p-0865,"北临小安淮。这里竹树茂密,便于隐蔽。江流平缓,便于","。1935年红四方面军在此建造舷厂,厂长张承宽、副厂长兼工会委员长李在安、秘书陈在海、组织委员罗天良具体负责设计和造船工作。工会办公室设在王渡场王贤木家里。造船厂有300多名工人,日夜赶造。红三十军军长余天云、政委李先念亲临工地作政治动员;川限省苏维换副主席余洪远、省保卫局长谢凡"
xianzhi,A,豪绅,p-0866,"穷人的政党“、“工农专政“、“活捉田颂尧“、“打倒","地主“、“打倒帝国主义,争取独立自由统一的苏维埃新中国“「、“没收地主的土地分给劳苦工农群众自己耕种“、“取消苛捐杂税“、“赤化全川“、“加紧戒烟运动“、“加紧生产运动“、“妇女在政治上、经济上、文化教育上与男子一律平等“、“拥护苏维埕“筝。蔚“藓谒玄蔚“谯玄于汉成帝时廷对第一,"
xianzhi,A,地主,p-0866,"的政党“、“工农专政“、“活捉田颂尧“、“打倒豪绅","“、“打倒帝国主义,争取独立自由统一的苏维埃新中国“「、“没收地主的土地分给劳苦工农群众自己耕种“、“取消苛捐杂税“、“赤化全川“、“加紧戒烟运动“、“加紧生产运动“、“妇女在政治上、经济上、文化教育上与男子一律平等“、“拥护苏维埕“筝。蔚“藓谒玄蔚“谯玄于汉成帝时廷对第一,拜议"
xianzhi,A,镇压,p-0867,"毁清廷增赋皇榜,知县柳宗芳污韩谋反,上报省衙,派兵","。韩学山等8人均被活活打死。其后赋税有增无减,约同治初年间,县内名宿侯仕武代韩伸冤去成都面谒大员,昌准按乾隆三十九年(1774)“盛世滋生人口,永不加赋“的上谕,铸铁碑以安人心。侯回县后,在元坝峨溪观设炉铸碑,上铸“永不加赋“4个大字。碑高1尺多,宽约2尼,重逾十斤,运至县城立于"
xianzhi,A,打死,p-0867,"污韩谋反,上报省衙,派兵镇压。韩学山等8人均被活活","。其后赋税有增无减,约同治初年间,县内名宿侯仕武代韩伸冤去成都面谒大员,昌准按乾隆三十九年(1774)“盛世滋生人口,永不加赋“的上谕,铸铁碑以安人心。侯回县后,在元坝峨溪观设炉铸碑,上铸“永不加赋“4个大字。碑高1尺多,宽约2尼,重逾十斤,运至县城立于城北李公祠旁。“大既进“中"
xianzhi,A,大会,p-0869,"料“有1933一1935年《苍溶县第一次工农兵代表","决议》,中共川陕省委《通知》,中共川陕省委宣传部印的宣传资料、传单、口号,还有读物、证件等。武躁有手槎弹、刀(大、小马刀、春秋刀)矛、炮简等。拓片有红军石刻标语拓片和唐李夫人、唐尹夫人墓志拓片,有龚有晖、李嘉秀石刻书法拓片。石“芽|1982年白山公社农民修水榔时出土石斧一件,已袖"
xianzhi,A,土改,p-0870,"性卫生运动,宣传粉碎美国侵略者妄图发动的细菌战争。","工作团卫生队长朱尚权组织土改工作队员结合土地改革,开展卫生宣传.东溪镇镇长左洪烈带领群众开展卫生运动,每月检查3次。1953年3月改县卫生防疫委员会为爱国卫生运动委员会.1951年县卫生科组织医务人员到元坝、歧坪、东青、岳东、三川、马桑等区、乡,把爱国卫生宣传同巡回医疗,为群众治"
xianzhi,A,土地改革,p-0870,"战争。土改工作团卫生队长朱尚权组织土改工作队员结合",",开展卫生宣传.东溪镇镇长左洪烈带领群众开展卫生运动,每月检查3次。1953年3月改县卫生防疫委员会为爱国卫生运动委员会.1951年县卫生科组织医务人员到元坝、歧坪、东青、岳东、三川、马桑等区、乡,把爱国卫生宣传同巡回医疗,为群众治病紧密结合起来.春节时,八区(元坝)卫协会卫生宣"
xianzhi,A,杀,p-0871,"代,夏季爱国卫生运动经常化、制度化。农村组织群众毒","子子,填平污水乡,塞树洞,挺杀老鼠,挖蝇蛹。城镇街道、学校和居民户普遍订立爱国卫生公约,开展卫生突击周和卫生流动红旗评比竞赛活动。县卫生科从县人民医院、防疫站、保健站抽调7人建立宣传室,并组织义务宣传员668人,组成132个宣传队,深入社、队宣传除客灭病。举办以除“四害“讲卫生,"
xianzhi,A,会议,p-0871,"会农村卫生建设现场会在苍溪召开,副省长韩邦彦等出席",".这年,被省、市命名卫生村、组的22个、卫生之家791户。通过开展群众性爱国卫生运动,农户改变居住条件的占98.2%。1989一1990年,苍溪县获广元市爱国卫生工作管理承包二等奖。各级党委、政府批准命名的卫生村(组)68个,其中省级4个、市级26个、县级38个;各级批准命名的先"
xianzhi,A,会议,p-0872,"科(局)。1975年4月县卫生局召开传染病防治专业",",落实疫情管理挂牌制度。县防疫站设专人做旬报、月报汇审、催报、挂牌、卡片登记、核对、统计、修正错误、定期预测预报、疫情分析等工作。各级医疗卫生部门均建立专、兼职管理人员岗位责任制1983年,县内发生乙肝、痢疾、钩体、狂犬病等13种1172例,死亡26人,死亡率3.6/10万,比1"
xianzhi,A,死亡,p-0872,"内发生乙肝、痢疾、钩体、狂犬病等13种1172例,","26人,死亡率3.6/10万,比1982年传染病发病率下降32.6%。1984年10月,南充地区卫生局在苍溪召开急性传染病滑报率调查会议,随机抽查9乡!镇的13个村、1个居委会的2899户,1.28万人,抽查县人民医院和区、社卫生院病历5299份,传染病溥报率18.33%。198"
xianzhi,A,死亡,p-0874,"种。1982年犬咬伤1442人,其中17人患狂犬病","。县人民政府成立防治狂犬病指挟部,区、社成立灭犬指挥小组,宣传狂犬病危害和预防方法,发动群众灭犬。1984一1985年,全县乙脑患者30例,死亡3例。各级行政和医疗卫生部门组织群众管水、管粤、灭蝇,督促钦食服务行业摇好清洁卫生。80年代无伤寒病例报告。近年来,肝炎流行原因主要是对"
xianzhi,A,村民,p-0875,"35%以上,其余乡(镇)血检率平均在1%以上,血检","覆盖率100%。农村蚝帐普及率98%以上。县卫生防疫部门及时处理疫点,保证各项抗疫措施落实,进行现场调查确认苍溪县已达到基本消灭疙疾标准。头癣病头癣病俗称“秃子“。解放前卫生条件和医疗条件差,患者较多。1978年,成立县头癣病防治领导小组,专业医务人员用中西医结合,以口服灰黄霉素"
xianzhi,A,处理,p-0875,"0%。农村蚝帐普及率98%以上。县卫生防疫部门及时","疫点,保证各项抗疫措施落实,进行现场调查确认苍溪县已达到基本消灭疙疾标准。头癣病头癣病俗称“秃子“。解放前卫生条件和医疗条件差,患者较多。1978年,成立县头癣病防治领导小组,专业医务人员用中西医结合,以口服灰黄霉素为主,坚持复查复治,收效显著。1978一1980年,累计查出头癣"
xianzhi,A,复查,p-0875,"专业医务人员用中西医结合,以口服灰黄霉素为主,坚持","复治,收效显著。1978一1980年,累计查出头癣病人6244例,经反复治疗后复查,治愈5777人,治愈率92.50%,达到国家基本消灭头癣病的标准,受到四川省卫生厅表彰。第四节卫生监督监测食品卫生50年代,主要靠感观检查监督饮食卫生。70年代以城关镇饮食服务行业为重点,定"
xianzhi,X,审查,p-0876,"人畜饮水工程管理办法》后,对各类饮水工程进行鉴定、","、验收,合格者定权发证,登记建卡,专人管理。学校卫生19641年县卫生防疫站对苍溪中学649名学生体检、为学校完善保随制度提供依据。"
xianzhi,A,复查,p-0877,"感染,感染率73.09%,经药物治疗后于1969年",",感染率下降到13%。1980年县卫生局、文教局、防疫站配合,对歧坪、元坝、五龙、三川等9所中学和陵江小学、陵江镇一小学、二小学、师范附小的4133名学生进行健康检查,结果如下表,′828[X|8|#朱|ssg厂人二万一人芸门五一人[小学219526812,229713.5330"
xianzhi,A,会议,p-0878,"重庆中医进修学校深造.1956年县人委召开卫生工作",",重申支持和发展中医事业的政策,中医工作者大受鼓舞。3月,杜旭中等5名中医出席四川省中医代表会议,6名个体中医被吸收到县、区医院工作。1958年,6名中医被选为县人民代表。50年代末,中医师开展献方、采风活动,据1960年统计,献秘方、验方共4613个,县卫生科汇编成《苍溪县中医"
xianzhi,A,会上,p-0880,"级、省级中医学刊物上发表,或在有关中医内科专业学术","交流。1982年,县中医院设中医骨科,对骨折患者初、中、后期分别采用“I、I、“号敞剂,外敷骨折部位;自制黄药水等制剂用于骨科,经上百例临床验证,效果良好。些开展对妇女带下病、妇女不孕、子官肌瘪、卵巢囊肿、乳腺癌、外阴痘痒、外阴白琢、月经不调、崩滢等病治疗,中医院针灸科开展电针、"
xianzhi,A,会议,p-0880,",三叉神经痛等。中医主治医师谢继光参加全国针灸学术",",发表《耳与经络的联系3、《内经针炒治疗痴证的探讨》等论文。1986一-1990年开展温针导阳法、走罐选点挑针法、电子气功、泷针多刺法等治疗方法,年均治病1.!万人次,县人民医院和县中医院开展白内障摘除术200余例,复明率96%以上。中草药医经县行政主管部门考核发证11人,准许行"
xianzhi,A,处理,p-0882,"、儿等科医疗技术不断提高,能对一些疑难病症作诊断和","。60年代,区中心医院始设化验室,开展血、尿、大便常规检验。县人民医院逐步增设科室,开展胸透和骨折透视、X光读片、胸腹腔穿刺、心包和骨髓穿刺复苏术、气管切开及胃、支气管、扁桃体、鼻息肉摘除、食道异物取出、直肠、膀胱镜检等手术。区中心医院门诊设内、外科诊断室,住院部设内、外科病房."
xianzhi,A,死亡,p-0883,"大补作辅助治疗。这年治疗21例,18例痊愈,仅3例","。1956一1958年间,自制苦参粉,治愈肠滴虫病者6例、同时用苦参粉治疗阿米巴痢疾13例,平均5天治愈。用涡龙奔江丹局部上药治疗宫颈糜烂100"
xianzhi,A,会议,p-0884,"45例,均收到较好效果。.1959年四川省中医中药","后,全县57名西医按“系统学习、全面掌握、整顿提高“的要求。采用请中医讲课,拜名老中医为师,包教包学,临床见症等方法离职学习中医。1972年,县人民医院、区卫生院组织在职西医学习中医,并派出12名西医参加南充地区西医学习中医班学习。1975年秋,县人民医院中西医结合治疗流行性乙型"
xianzhi,A,死亡,p-0884,"年共收洙75例,治愈44例,好转17例,未愈4例,","10例。东青区卫生院中西医结合治疗腰椎压缝性骨折21例,洙愈20例。1978年县卫生局委托县人民医院举办西医离职学习中医班,经系统理论学习和临床实践后,155名西医能从事中医诊断、处方和用中西医结合的办法治疗疾病。1980年后县人民医院用抗癌1号加中药攻关散治疗食管瘦,敌子公社卫"
xianzhi,X,学习班,p-0884,"工作者协会以预防医学和传统医学为内容,举办专业技术",",培训医疗、助产、防疫等各类医务人员209人,名老中医带学徒151人,参加重庆中医函授站进修学习239人。1960年,各级医疗机构的学徒,学习期满,考试合格者,准孔行医,其中大部分被安排在联合诊所工作。60年代末至70年代初,县人民医院、各区卫生院以培训赤脚医生(乡村医生)为主。"
xianzhi,A,处理,p-0885,"、铁片、瓷瓦片、长指甲等断脐带。由于断脐带未作消毒",",婴儿死于破伤风的高达40%以上。产妇多胎盘滞留,造成子宠内膜大出血,甚至感染〔(产后寒)死亡。若遇难产,母子存活率极低。解放初期,政府宣传新法接生,县卫生院设助产员,开展妇女妊娠期检查,分姬时助产。1953年,区、乡配备接生员和简易产包,开展孕妇检查,对居住边远村、组的产妇,接"
xianzhi,A,死于,p-0885,"瓦片、长指甲等断脐带。由于断脐带未作消毒处理,婴儿","破伤风的高达40%以上。产妇多胎盘滞留,造成子宠内膜大出血,甚至感染〔(产后寒)死亡。若遇难产,母子存活率极低。解放初期,政府宣传新法接生,县卫生院设助产员,开展妇女妊娠期检查,分姬时助产。1953年,区、乡配备接生员和简易产包,开展孕妇检查,对居住边远村、组的产妇,接生员亲临家"
xianzhi,A,死亡,p-0885,"胎盘滞留,造成子宠内膜大出血,甚至感染〔(产后寒)","。若遇难产,母子存活率极低。解放初期,政府宣传新法接生,县卫生院设助产员,开展妇女妊娠期检查,分姬时助产。1953年,区、乡配备接生员和简易产包,开展孕妇检查,对居住边远村、组的产妇,接生员亲临家庭助产。1958年各社办起产院,许多孕妇到产院待产。1963年公社联合诊所配备助产员"
xianzhi,A,死亡,p-0886,"90天,对围产期妇女加强保健工作。1990年孕产妇","率为万分之八。第二节“儿童保健50年代、全县建立托儿所(组)106个,配备保育员185名。医务人员经常开展对儿童佩偿病、普养不良、沙眼等病的访查和治疗。1963一1965年,各级妇幼保健和防疫人员对幼儿及小学生中的腭腺炎、百日咳、白喉、头癖、结核病、结膜炎、麻疹、蛔虫等病进行防治"
xianzhi,X,审查,p-0891,"第一节“医政管理考核发证1952年9月,县医事人员","委员会,审查批准160人行医,1962年,县人委对273人考核合格,发给个体行医执照。1980年,县卫生局两次对农村1603名不脱产卫生人员进行考试考核,合格者1054人,发给赤脚医生证书。1981年,县卫生局对申请行医的25人,经考核合格颁发《南充地区个体行医证》。1983年9"
xianzhi,A,处理,p-0892,"中药材公司,对全县中药材副产品当成正产品使用的报废","。1983年,县政底整顿医药市场,核发药业摊贩营业许可证,禁止擅自加工制造药品和伪劣仿单、不准'经营剧毒药、麻醉药、伪劣药品。1985年,贯彻《茹品算理法》,对场镇药业擅点和医药门市部库房,药房检查,查出出售伪劣药品者26人,失效、震烂变质药品107种,当众销毁。1987年,县区"
xianzhi,A,大会,p-0893,"教馆配合教育科,举办有公职人员和学生参加的体育观摩","。坳年民教馆组织机关团体篮球队与县立初级中学校篮球队进行比赛。29年,县立初级中学校将网球场改为排球、网球两用场地,常有社会青年、机关职员、驻军与县立初级中学校学生进行排、网球比赛。30年7月,县民教馆配合县教育科,举办以体育教育为主要内容的“国民教育讲习会“学员132人,民教馆"
xianzhi,X,训练,p-0895,"两个月后,因经费不足,兼职教练缺席后无人晃补,加之","场地严重不足等原因停办。1976年3月恢复苍溪县业余体校。收男女学员72名,分篮球、乔乎球甲、乙班。文化学习按层次分别在苍漫县中学、城郊中学、陵江镇小学续读。3个月后又因经费困难,学生分散,文化与体育授课时间发生矛盾而再次停办。1977年县级里有关部门总结业余体校两次停办教训后,"
xianzhi,X,训练,p-0896,"教局研究,改变办学方式,决定在三川中学开办田径业余","点,经费、运动服、器材及业务技术指导由县体委负责。一年后,单独组限参加南充地区1980“年中学生田径运动会,获团体总分第三名,1981年获团体总分第二名,1982年获团体总分第一名,为多出快出人才,县体委决定在苍溪中学和城郊中学选招46名体育尖子学生,设篮球、武术、田径班。教练由"
xianzhi,A,会上,p-0898,"第五名,侯晓英获铅球比赛第一名,是苍溪县在省级运动","获得的第一枚金牌,1989年10月,苍溪县体育代表团参加广元市青少年运动会,夺得金杯三个、金牌30枚、银牌30枚、钥牌20枚,150人分别进入参赛项目的前六名,打破市纪录16项,荣获团体总分第二名,1990年3月25|日至28日,龙王中学建校20周年校庆,举行田径运动会,进行10"
xianzhi,A,大会,p-0902,"“于县城成立,共有会员243人。8月15日召开会员",",改名为“中国佛学会苍溪支会“。并修订会章,组建机构,推举任雨仓、净法、张永亨为常务理事,赵慕仁、王大鹏、德安、圆咤、慈能、净寿为理事,何闭之、道云、道全为修补理事,周挽南为候补监事,昌达为监事长。佛学会成立后,佛教名流积极从事社会慈善活动。元坝观音寺和尚净法多次捐款修苋观音寺、"
xianzhi,A,土改,p-0902,"复断桥2处,收养孤儿,接济贫民和孤寡老人等。解放后","时庙字田产多分给农民,和尚大多还俗,住庙者届指可数,佛事活动基本停止。后僧尼由集体作为“五保人员“供养,寺庙先后被集体拆掉修建保管室、饲养场或学校等。至今,民间仍有信奉观音者。第二节_道“教汉代,今苍溪五里乡云台山为道教传播中心之一。当时,云台山为道家在全国二十人治所之一。该山松"
xianzhi,A,大会,p-0903,"8。苍漫县志道教分会在苍溪县城道人居召开第一次选举","。董明砥当选为理事长,阳正一、李福田、王海州、罗树生、欧明金等八人为常务理事,袁明长、黄义安为监事,赵玉山为常务监事,赵和光为候补监事,但甚少活动。解放后,县境信奉者日少,1966年后道徒绝迹。第三节_天_主教天主教于清光绪三十年(1904)传入苍溪。当时,两河乡人王义德自成都教"
xianzhi,A,土地改革,p-0903,"和刘二真姑娘均离开殷家坪。县境天主教停止传教活动。","时,土地、山林收归国有。1983年落实宗教政策,归还教产,由阆中教会管辖。神甫常来苍溪讲经及看望教友,为亡人做“弥撒“。现苍溪有圣洗教徒近100人、其中虔诚教徒30多人,每逢四大瞻礼节都要去阅中教堂参加庆典。第四节_基_督教基督教于清光绪年间传入苍溪。光绪初年,英国传教士从阅中礼"
xianzhi,A,反对,p-0903,"礼拜堂来苍滦,先去永宁,欲购元宝山修筑教堂,因乡人","未遂,后至白鹤乡新店子以重金购买李氏店铺和60余亩山林,陆续在茂林中建起礼拜堂、会督堂、孤儿院、男学堂、女学堂等大小房屋80余闰。光绪九年(1883)因洋务局“通饭“:“朋后洋人传教游历,一律查验保护“,于是外籍男女教士接踵而来,先后有英国、德国、美国、意大命、瑞士等国的教士28"
xianzhi,A,地主,p-0903,"国四川新店子即可交到。教堂享有特权。清末县境多乱,","富户多去新店子躲避,俨然成了“租界“。附近百姓入教者达400余人。民国9年(1920),阅中基督教堂又派梁教士到东溪场传教,先后有当地陈瑞明、边"
xianzhi,A,地主,p-0904,"“学友“,后称“教友“。随着基督教的发展,部分乡绅","也渐次信教。县城杨家、三川舒家的院内设有“知会堂“,传教礼拜。民国5年,苍漫共有基督教徒200余名,其中外国籍男女各2名。解放初,外国教士撒走,信徒星敞,东漫和新店子两地均无人从事教务。1952年土地改革时,新店子教产收归国有,1983年又复归教会,由县林业局代管,现有教徒60多"
xianzhi,A,土地改革,p-0904,"徒星敞,东漫和新店子两地均无人从事教务。1952年","时,新店子教产收归国有,1983年又复归教会,由县林业局代管,现有教徒60多人。第五节“伊斯兰教清康熙后,阅中回民零星迁入苍溪落户,或务农或经商,至1964年,县境共有回民98人,18岁以上的56人,集中分布于城关镇和八庙、云峰、王渡、东溪等乡,其余则零星分布于全县九个区的场镇附"
xianzhi,A,处理,p-0905,"高德劭者为族长。族长即宗族首领,负责维护本族尊严,","族人违犯族规等事宜。族长在具体活动中,常利用族权歉压族人,欺侮弱小。对同族子女中有伤家法、族规行为者,族长召集族人将“不肖子孙“处以活埋等酷刑。有不孝父母,不务正业的,可以随意吊打或处罚款等。每年农历七月十五日举办“月半会“,向族人掌派钱粮或动用族产,在祠堂大办酒席,祭祀袋先、群"
xianzhi,A,村民,p-0905,"农村的宗族排外观念还较浓厚,同族大姓对本地杂居异姓",",往往有不同程度的歧视,但随着文明程度的提口,这种不良风气已渐泽濂。"
xianzhi,A,匪,p-0906,"“为主,自以为“清“;浑水为数最多,为非作歹,与盗","无异。解放前夕,苍滓有“仁“字大爷黄正则,“义“字大爷陶友三,“礼“字大爷黄明兴,“智“字大爷陈宗字。“仁“、“义“二字的成员多系官僚地主、恶霸豪绅,人多势大;“礼“、“智“二字的成员多属市民和劳动者,成员寥寥可数。故“仁“、“义“二字袍哥组织称霸城乡,下欺百姓,上凌官府,无恶不"
xianzhi,A,地主,p-0906,"智“字大爷陈宗字。“仁“、“义“二字的成员多系官僚","、恶霸豪绅,人多势大;“礼“、“智“二字的成员多属市民和劳动者,成员寥寥可数。故“仁“、“义“二字袍哥组织称霸城乡,下欺百姓,上凌官府,无恶不作。"
xianzhi,A,恶霸,p-0906,"大爷陈宗字。“仁“、“义“二字的成员多系官僚地主、","豪绅,人多势大;“礼“、“智“二字的成员多属市民和劳动者,成员寥寥可数。故“仁“、“义“二字袍哥组织称霸城乡,下欺百姓,上凌官府,无恶不作。"
xianzhi,A,豪绅,p-0906,"陈宗字。“仁“、“义“二字的成员多系官僚地主、恶霸",",人多势大;“礼“、“智“二字的成员多属市民和劳动者,成员寥寥可数。故“仁“、“义“二字袍哥组织称霸城乡,下欺百姓,上凌官府,无恶不作。"
xianzhi,A,甲长,p-0907,"允许青帮在袍哥中收徒。但所收对象又多属城镇游民和保","等,至解放前夕,全县青帮成员仅百余人。1950年10月,苍溪“义源堂“帮首罗治平向县人民政府坊交“此举乃封建无用无益之事…...特此恳钧府解除外,再行登报申明…...“的申请,28日,县人民政府宣布解散“义源堂“。第么章“风俗乙.愉第一节_重大礼仪生“育重男轻女是较普遍的生育观念"
xianzhi,A,地主,p-0909,"人外,男子在40岁以上仍无后嗣者,便要纳妻,但城乡","情霸则以淫乐为目的,有纳到四五人之多者。1951年《中华人民共和国婚姻法》颂布后,父母之命、媒奸之言,以及其它一些旧威姻习俗逐渐改变。1957年以前,多数青年男女结婚都到当地人民政府办理结婚手续.但订婚、结婚程序大多沿袭旧俗。1957年以后,男女自由恋爱程度有所提高,订婚期间男女"
xianzhi,A,杀,p-0910,",供奉灵位,灵案上陈列果品酒馏〔殷实人家还要搓设宰","的猪羊及满堂纸货),燃烛焚香,举哀凭吊。殴实富户,"
xianzhi,A,死亡,p-0911,"到了“吉期“,另行办席请室,举行安葬仪式。如非正常","于外地者,不能直接抬入堂屋,要将尸体竖立,头顶草帽,由二人轮流援死者的左右脚令其“走进“堂屋。如不见尸首,则用麦面做成人,装棺安萱,名日“拿魂安葬“。解放后,县境提倡丧事新办。人死后,由丧家告之村组干部、亲友、集体和个人献上花园,村或组指定地点安葬。但烧纸、放火炮、吹啦呐、打锣鼓"
xianzhi,A,杀,p-0913,"、宴客才做熙饭、面条等。肉食更少,大多数农户春节前","一头猪,制成腊肉,准备来年央工、待客、节日等食用。大多数家庭吃肉数量有限,一般一餐每人限两片肥肉,日常都以素菜佐饭。待客用菜,要主人指着菜盘始“请“时,客人方能取食,否则视为无礼。生活艰苦的家庭,妇女和孩子一般不与客人同柜共餐,只男主人陪客。生活极贫者,一年四季只能吃包谷面、红苔"
xianzhi,A,地主,p-0914,"除几条驿道外,大多为崎岖山路,羊肠小道,行旅不便。","、绅士外出,或乘船或坐轿子、滑竿,百姓外出以步行为主。解放之初,变化不大。1951年始"
xianzhi,A,大会,p-0915,"放前,每年初春,城乡百姓为“避灾免祸“,举行“祈祷","“,乞求“神灵保佑“,称为“年例会“。城镇由办会者组织精悍中、青年扮演“二郎神降孽龙“,到各户表演,发“神符“,洒“净水“,称为“清宅扫荡“。各户用红纸封装“香钱“奉送表演者;农村以当地寺庙为中.心,形成传统的香火区。嘉陵江沿岸的庙子垭、老鸥山、伏龙观、蚕丝观等香火区的农户逐年轮"
xianzhi,A,杀,p-0917,"这一节日搞得隆重、热烈、丰盛。一到腊月,民间便开始","年猪,扯挂面,缝制新衣裤,添制新鞋袜。除夕前几天,打扬尘,淘阳沟,洗涤衣物家具,清除垃圾和推豆腐,做米糕,换粉条,买烟酒糖等各种副食品,准备过年吃好玩好。因此,农村有“花钱在腊月,吃饭在八月“之说。“文化大革命“中,过所谓“革命化“的春节,大年三十、初一仍参加农业生产劳动。中共十"
xianzhi,A,公安,p-0920,"况好转。但有部分人仍在暗中继续活动,1963年,县","局摸底登记,全县仍有迷信职业者560人,业余从事迷信活动者更多。这年"
xianzhi,A,地主,p-0921,"盛行。行赌场所多在茶馆、酒店、烟馆。赌场多为袍野、","和地方把头开设。赌博不分城乡,不分县夜,全县各场镇,一逼逢场日,随处可见赌徒聚赌。主要赌博方式有押红宝、掷航子、打麻将、推牌九、打骨牌、打纸牌等,以押红宝、推牌九、掷骰子、打麻将为甚。参加赌博者极众,上至政府官员、警佐,下至警兵、袍哥、无赖,也有部分平民百姓出入赌场。县警佐龙翔行"
xianzhi,A,公安,p-0921,"家荡产,妻离子散。,“解放初,人民政府严禁赌博。县","局结合清匪反霸,土地改革运动,打击和取绵赌博活动,赌风基本收敛。近年来,赌博之事又时有发生。1吸“毒毒品主要为鸦片。清道光年间(1821一1850),鸦片开始危害苍溪人民.清咸丰、同治以后,种者永多。到清末,嘉陵江、宋江河滨地带大半土地种植鸦片。山区也开始大量种植。民国前期,苍溪"
xianzhi,A,清匪,p-0921,"离子散。,“解放初,人民政府严禁赌博。县公安局结合","反霸,土地改革运动,打击和取绵赌博活动,赌风基本收敛。近年来,赌博之事又时有发生。1吸“毒毒品主要为鸦片。清道光年间(1821一1850),鸦片开始危害苍溪人民.清咸丰、同治以后,种者永多。到清末,嘉陵江、宋江河滨地带大半土地种植鸦片。山区也开始大量种植。民国前期,苍溪已成为川北"
xianzhi,A,反霸,p-0921,"散。,“解放初,人民政府严禁赌博。县公安局结合清匪",",土地改革运动,打击和取绵赌博活动,赌风基本收敛。近年来,赌博之事又时有发生。1吸“毒毒品主要为鸦片。清道光年间(1821一1850),鸦片开始危害苍溪人民.清咸丰、同治以后,种者永多。到清末,嘉陵江、宋江河滨地带大半土地种植鸦片。山区也开始大量种植。民国前期,苍溪已成为川北地区"
xianzhi,A,土地改革,p-0921,"“解放初,人民政府严禁赌博。县公安局结合清匪反霸,","运动,打击和取绵赌博活动,赌风基本收敛。近年来,赌博之事又时有发生。1吸“毒毒品主要为鸦片。清道光年间(1821一1850),鸦片开始危害苍溪人民.清咸丰、同治以后,种者永多。到清末,嘉陵江、宋江河滨地带大半土地种植鸦片。山区也开始大量种植。民国前期,苍溪已成为川北地区著名的种烟"
xianzhi,A,大会,p-0922,"溪县苏维埃政府在文昌宫召开“苍溪县第一次工农兵代表","“把禁烟列为当时的十大任务之一,并设立戒烟局,把鸦片定为特种税目,科以重税,并制造戒烟丸药赠送吸毒者,农民戒烟的一切费用由公家支付,对流氓、“滚刀皮“实行强制戒烟。几个月时间,县苏区内有300多人完全戒掉烟瘾,种、贩鸦片者也大部分停止活动。民国25年(1936),苍溪县政府“施政"
xianzhi,A,恶霸,p-0922,"县政府禁烟所和警察局查办“。但贩烟吸烟的多是官方和",",禁烟规定不仅只是一纸空文,而东还成为搜刮民财的保护符。民国30年(1941),县政府在回水场、城关分别设“吸户管理所“,警察与政府官员将收缴来的烟毒交管理所公开贩卖,获利分成,这年,四川第十四行政督察署派禁烟督察长严俊英带一排士兵到苍溪禁烟,一到苍溪县城就在陶家院子设立戒烟所。"
xianzhi,A,杀,p-0930,"炸抓四爪回|“者万坐ts「|差查叉岔搓戬“铿s|沙","撒哗刷耍检说锁z|“热团四|西rlaslasalashmaire"
xianzhi,A,匪,p-0932,"p‖背“借勾保押‖颈厕源絮m梅美妹猫毛卯幅5|非肥","肺堆“五对,|与t的敌底弟推频脊逃刀岛到|雅帐|都“斗豆t*「|梯题体剃滔迷讨奘|挑条调跳|偷头抖透-一鸟原牛扭.30办u雷1棍李利不余全票搪劳老闹聊丁料|援楼蒋漏a略高“稿〔囊三_鬼贵敲二考靠希】…'__】羞】薯，k亏莺傀愧荆毫好号抠立口扣艺灰回毁会1侯吼候熬22】D欧呐恽te"
xianzhi,A,保长,p-0953,"。蚊子嘴苍蝇腹,碟上尬要成病儿。'生冷不入口,防病","寿。一顿吃伤,十顿喝汝。早酒晚茶,等于自杀。第二节_歇_后“语谐音类一颗米叉糠粑一一咋杵(处)。三月间的红芳一一殡(病)了。弓背子跤仰板一一翘(桥)起。勾子上别钥匙一一锁(所)管哨一门。考妈子打粉一一不墩(论)。自行车下拐一一不踝(景)。狗屏做鞭一一闻(文)也闽(文)不得,舞(武"
